epoch,AUC,accuracy,false_negatives,false_positives,loss,lr,sensitivity_at_specificity,specificity_at_sensitivity,true_negatives,true_positives,val_AUC,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_sensitivity_at_specificity,val_specificity_at_sensitivity,val_true_negatives,val_true_positives
0,0.5880864858627319,0.6911764740943909,252.0,84.0,0.5999484062194824,0.01,0.06440678238868713,0.11853720247745514,709.0,43.0,0.7015284895896912,0.7280513644218445,127.0,0.0,0.5619804859161377,0.22047244012355804,0.10882353037595749,340.0,0.0
1,0.7960630059242249,0.7784926295280457,212.0,29.0,0.4732208847999573,0.01,0.3254237174987793,0.2774274945259094,764.0,83.0,0.7905512452125549,0.7880085706710815,93.0,6.0,0.4824613332748413,0.3937007784843445,0.19705882668495178,334.0,34.0
2,0.8862248063087463,0.8529411554336548,109.0,51.0,0.3679448068141937,0.01,0.5864406824111938,0.4754098355770111,742.0,186.0,0.8491778373718262,0.8115631937980652,84.0,4.0,0.5023996233940125,0.5590550899505615,0.3588235378265381,336.0,43.0
3,0.9392908215522766,0.8943014740943909,77.0,38.0,0.2650635242462158,0.01,0.7457627058029175,0.6431273818016052,755.0,218.0,0.8800833821296692,0.824411153793335,81.0,1.0,0.6778475642204285,0.7165354490280151,0.0,339.0,46.0
4,0.9578066468238831,0.90625,63.0,39.0,0.22374899685382843,0.01,0.7898305058479309,0.8234552145004272,754.0,232.0,0.8864869475364685,0.8522483706474304,62.0,7.0,0.598005473613739,0.6377952694892883,0.0,333.0,65.0
5,0.9730822443962097,0.9365808963775635,34.0,35.0,0.18061980605125427,0.01,0.8949152827262878,0.8587641716003418,758.0,261.0,0.8969661593437195,0.8501070737838745,25.0,45.0,0.37401676177978516,0.6614173054695129,0.4647058844566345,295.0,102.0
6,0.9750059247016907,0.9402573704719543,36.0,29.0,0.1712418496608734,0.01,0.8983050584793091,0.8562421202659607,764.0,259.0,0.9580593109130859,0.9079229235649109,13.0,30.0,0.2647568881511688,0.8110235929489136,0.7117646932601929,310.0,114.0
7,0.9884775876998901,0.9604779481887817,25.0,18.0,0.11486084014177322,0.01,0.9661017060279846,0.9659520983695984,775.0,270.0,0.9070866107940674,0.8543897271156311,17.0,51.0,0.38935044407844543,0.7716535329818726,0.31470587849617004,289.0,110.0
8,0.9879775643348694,0.9641544222831726,17.0,22.0,0.11228017508983612,0.01,0.9694915413856506,0.9709962010383606,771.0,278.0,0.9051875472068787,0.8758029937744141,47.0,11.0,0.5072683095932007,0.7244094610214233,0.0,329.0,80.0
9,0.9851668477058411,0.9522058963775635,30.0,22.0,0.13010945916175842,0.01,0.9322034120559692,0.9117276072502136,771.0,265.0,0.9453102946281433,0.8993576169013977,24.0,23.0,0.3019925355911255,0.7559055089950562,0.7911764979362488,317.0,103.0
10,0.9915168881416321,0.9678308963775635,20.0,15.0,0.09875299036502838,0.009995002,0.9627118706703186,0.9634299874305725,778.0,275.0,0.8623089790344238,0.8372591137886047,73.0,3.0,0.8575121164321899,0.7086614370346069,0.0,337.0,54.0
11,0.9952443838119507,0.9715073704719543,15.0,16.0,0.07695283740758896,0.009989508,0.9830508232116699,0.9798234701156616,777.0,280.0,0.930592954158783,0.8800856471061707,38.0,18.0,0.35473233461380005,0.7007874250411987,0.6823529601097107,322.0,89.0
12,0.985519528388977,0.9678308963775635,23.0,12.0,0.11871635168790817,0.009983518,0.9593220353126526,0.9583858847618103,781.0,272.0,0.9154006838798523,0.8865096569061279,32.0,21.0,0.42283305525779724,0.7401574850082397,0.0,319.0,95.0
13,0.992491602897644,0.9586396813392639,24.0,21.0,0.10420779883861542,0.009977033,0.9559321999549866,0.9520807266235352,772.0,271.0,0.9439671039581299,0.8993576169013977,17.0,30.0,0.374722421169281,0.7795275449752808,0.779411792755127,310.0,110.0
14,0.9800755977630615,0.9439338445663452,30.0,31.0,0.15534119307994843,0.009970054,0.9084745645523071,0.8940731287002563,762.0,265.0,0.9339624047279358,0.8865096569061279,26.0,27.0,0.42302775382995605,0.6929134130477905,0.7441176176071167,313.0,101.0
15,0.9935880303382874,0.9742646813392639,16.0,12.0,0.07879515737295151,0.009962582,0.9762712121009827,0.9836065769195557,781.0,279.0,0.9280222058296204,0.8886509537696838,29.0,23.0,0.4113970100879669,0.7244094610214233,0.6117647290229797,317.0,98.0
16,0.9957231283187866,0.9779411554336548,13.0,11.0,0.05793139338493347,0.009954618,0.989830493927002,0.9861286282539368,782.0,282.0,0.9131776094436646,0.8886509537696838,37.0,15.0,0.4646521508693695,0.7165354490280151,0.0,325.0,90.0
17,0.9896489381790161,0.96875,16.0,18.0,0.10432860255241394,0.009946164,0.9694915413856506,0.9760403633117676,775.0,279.0,0.9305117130279541,0.8800856471061707,31.0,25.0,0.3431513011455536,0.7086614370346069,0.7176470756530762,315.0,96.0
18,0.9983990788459778,0.9908088445663452,6.0,4.0,0.0426766499876976,0.00993722,0.996610164642334,0.996216893196106,789.0,289.0,0.938744843006134,0.8865096569061279,19.0,34.0,0.3841685950756073,0.7716535329818726,0.6735293865203857,306.0,108.0
19,0.9998418092727661,0.9954044222831726,2.0,3.0,0.01493135653436184,0.009927789,1.0,1.0,790.0,293.0,0.9350740313529968,0.897216260433197,20.0,28.0,0.4325772523880005,0.787401556968689,0.7117646932601929,312.0,107.0
20,0.9998974800109863,0.9954044222831726,3.0,2.0,0.012776704505085945,0.009917871,1.0,1.0,791.0,292.0,0.9463409781455994,0.8929336071014404,13.0,37.0,0.4479946494102478,0.7165354490280151,0.7823529243469238,303.0,114.0
21,0.9983649849891663,0.9871323704719543,6.0,8.0,0.04026433452963829,0.009907468,0.993220329284668,0.996216893196106,785.0,289.0,0.9085341095924377,0.8736616969108582,31.0,28.0,0.4879714548587799,0.7401574850082397,0.0,312.0,96.0
22,0.9936115145683289,0.9797794222831726,14.0,8.0,0.07346188277006149,0.009896582,0.9728813767433167,0.9899117350578308,785.0,281.0,0.9215262532234192,0.8822270035743713,21.0,34.0,0.5298449993133545,0.7401574850082397,0.0,306.0,106.0
