thresholds,tpr,fpr,sens,spec
2.0,0.0,0.0,0.0,1.0
1.0,0.2708333333333333,0.0017699115044247787,0.2708333333333333,0.9982300884955753
0.9999999,0.3333333333333333,0.0017699115044247787,0.3333333333333333,0.9982300884955753
0.99999976,0.3645833333333333,0.0017699115044247787,0.3645833333333333,0.9982300884955753
0.99999964,0.3802083333333333,0.0017699115044247787,0.3802083333333333,0.9982300884955753
0.9999995,0.390625,0.0017699115044247787,0.390625,0.9982300884955753
0.9999994,0.3958333333333333,0.0017699115044247787,0.3958333333333333,0.9982300884955753
0.9999988,0.4375,0.0017699115044247787,0.4375,0.9982300884955753
0.9999982,0.4479166666666667,0.0017699115044247787,0.4479166666666667,0.9982300884955753
0.99999785,0.4583333333333333,0.0017699115044247787,0.4583333333333333,0.9982300884955753
0.9999939,0.4895833333333333,0.0017699115044247787,0.4895833333333333,0.9982300884955753
0.9999933,0.4895833333333333,0.0035398230088495575,0.4895833333333333,0.9964601769911504
0.9999918,0.4947916666666667,0.0035398230088495575,0.4947916666666667,0.9964601769911504
0.9999914,0.4947916666666667,0.005309734513274336,0.4947916666666667,0.9946902654867257
0.99998796,0.5104166666666666,0.005309734513274336,0.5104166666666666,0.9946902654867257
0.9999838,0.5104166666666666,0.008849557522123894,0.5104166666666666,0.9911504424778761
0.99995685,0.5520833333333334,0.008849557522123894,0.5520833333333334,0.9911504424778761
0.999948,0.5520833333333334,0.010619469026548672,0.5520833333333334,0.9893805309734514
0.99980694,0.6197916666666666,0.010619469026548672,0.6197916666666666,0.9893805309734514
0.99972683,0.6197916666666666,0.012389380530973451,0.6197916666666666,0.9876106194690265
0.9988477,0.6666666666666666,0.012389380530973451,0.6666666666666666,0.9876106194690265
0.9985702,0.6666666666666666,0.01415929203539823,0.6666666666666666,0.9858407079646018
0.99834657,0.6770833333333334,0.01415929203539823,0.6770833333333334,0.9858407079646018
0.9945798,0.6770833333333334,0.01592920353982301,0.6770833333333334,0.984070796460177
0.994214,0.6822916666666666,0.01592920353982301,0.6822916666666666,0.984070796460177
0.9927602,0.6822916666666666,0.021238938053097345,0.6822916666666666,0.9787610619469027
0.9865659,0.6979166666666666,0.021238938053097345,0.6979166666666666,0.9787610619469027
0.9865312,0.6979166666666666,0.023008849557522124,0.6979166666666666,0.9769911504424779
0.9829354,0.703125,0.023008849557522124,0.703125,0.9769911504424779
0.9758883,0.703125,0.024778761061946902,0.703125,0.9752212389380531
0.9746547,0.7135416666666666,0.024778761061946902,0.7135416666666666,0.9752212389380531
0.9537487,0.7135416666666666,0.03008849557522124,0.7135416666666666,0.9699115044247788
0.9501875,0.71875,0.03008849557522124,0.71875,0.9699115044247788
0.93167406,0.71875,0.03185840707964602,0.71875,0.968141592920354
0.929747,0.7239583333333334,0.03185840707964602,0.7239583333333334,0.968141592920354
0.88809,0.7239583333333334,0.035398230088495575,0.7239583333333334,0.9646017699115044
0.85298824,0.7291666666666666,0.035398230088495575,0.7291666666666666,0.9646017699115044
0.7672354,0.7291666666666666,0.03893805309734513,0.7291666666666666,0.9610619469026549
0.7566604,0.734375,0.03893805309734513,0.734375,0.9610619469026549
0.71048635,0.734375,0.04070796460176991,0.734375,0.95929203539823
0.67677057,0.7395833333333334,0.04070796460176991,0.7395833333333334,0.95929203539823
0.6009914,0.7395833333333334,0.04424778761061947,0.7395833333333334,0.9557522123893806
0.580194,0.7447916666666666,0.04424778761061947,0.7447916666666666,0.9557522123893806
0.3828214,0.7447916666666666,0.05309734513274336,0.7447916666666666,0.9469026548672567
0.2773491,0.7552083333333334,0.05309734513274336,0.7552083333333334,0.9469026548672567
0.23215741,0.7552083333333334,0.05486725663716814,0.7552083333333334,0.9451327433628318
0.21267912,0.7604166666666666,0.05486725663716814,0.7604166666666666,0.9451327433628318
0.20817357,0.7604166666666666,0.05663716814159292,0.7604166666666666,0.9433628318584071
0.16136521,0.7708333333333334,0.05663716814159292,0.7708333333333334,0.9433628318584071
0.14113794,0.7708333333333334,0.061946902654867256,0.7708333333333334,0.9380530973451328
0.098920114,0.7864583333333334,0.061946902654867256,0.7864583333333334,0.9380530973451328
0.095133685,0.7864583333333334,0.06371681415929203,0.7864583333333334,0.9362831858407079
0.083346084,0.7916666666666666,0.06371681415929203,0.7916666666666666,0.9362831858407079
0.06497971,0.7916666666666666,0.06725663716814159,0.7916666666666666,0.9327433628318584
0.05577577,0.8020833333333334,0.06725663716814159,0.8020833333333334,0.9327433628318584
0.046712235,0.8020833333333334,0.06902654867256637,0.8020833333333334,0.9309734513274336
0.039642017,0.8072916666666666,0.06902654867256637,0.8072916666666666,0.9309734513274336
0.03253184,0.8072916666666666,0.07610619469026549,0.8072916666666666,0.9238938053097345
0.030711742,0.8125,0.07610619469026549,0.8125,0.9238938053097345
0.016286075,0.8125,0.09026548672566372,0.8125,0.9097345132743363
0.015167909,0.8229166666666666,0.09026548672566372,0.8229166666666666,0.9097345132743363
0.013704996,0.8229166666666666,0.0920353982300885,0.8229166666666666,0.9079646017699115
0.013606992,0.828125,0.0920353982300885,0.828125,0.9079646017699115
0.009626672,0.828125,0.09734513274336283,0.828125,0.9026548672566371
0.009294109,0.8333333333333334,0.09734513274336283,0.8333333333333334,0.9026548672566371
0.007996486,0.8333333333333334,0.10088495575221239,0.8333333333333334,0.8991150442477877
0.0070713004,0.8385416666666666,0.10088495575221239,0.8385416666666666,0.8991150442477877
0.0067798295,0.8385416666666666,0.10265486725663717,0.8385416666666666,0.8973451327433628
0.0064176503,0.84375,0.10265486725663717,0.84375,0.8973451327433628
0.0034436043,0.84375,0.11858407079646018,0.84375,0.8814159292035398
0.0032829081,0.8489583333333334,0.11858407079646018,0.8489583333333334,0.8814159292035398
0.0028259726,0.8489583333333334,0.12035398230088495,0.8489583333333334,0.879646017699115
0.0027342348,0.8541666666666666,0.12035398230088495,0.8541666666666666,0.879646017699115
0.0007751709,0.8541666666666666,0.15221238938053097,0.8541666666666666,0.8477876106194691
0.00077157037,0.859375,0.15221238938053097,0.859375,0.8477876106194691
0.00049640966,0.859375,0.168141592920354,0.859375,0.831858407079646
0.00046688117,0.8645833333333334,0.168141592920354,0.8645833333333334,0.831858407079646
0.00033512578,0.8645833333333334,0.17699115044247787,0.8645833333333334,0.8230088495575221
0.00028466745,0.875,0.17699115044247787,0.875,0.8230088495575221
0.00027266366,0.875,0.18230088495575222,0.875,0.8176991150442477
0.00025879306,0.8802083333333334,0.18230088495575222,0.8802083333333334,0.8176991150442477
0.0002574641,0.8802083333333334,0.184070796460177,0.8802083333333334,0.815929203539823
0.00025245544,0.8854166666666666,0.184070796460177,0.8854166666666666,0.815929203539823
0.0002409873,0.8854166666666666,0.1911504424778761,0.8854166666666666,0.808849557522124
0.0002291042,0.890625,0.1911504424778761,0.890625,0.808849557522124
0.00022596895,0.890625,0.19469026548672566,0.890625,0.8053097345132744
0.00022350627,0.8958333333333334,0.19469026548672566,0.8958333333333334,0.8053097345132744
7.90535e-05,0.8958333333333334,0.2584070796460177,0.8958333333333334,0.7415929203539823
7.8306206e-05,0.9010416666666666,0.2584070796460177,0.9010416666666666,0.7415929203539823
3.734179e-05,0.9010416666666666,0.3185840707964602,0.9010416666666666,0.6814159292035398
3.6693637e-05,0.90625,0.3185840707964602,0.90625,0.6814159292035398
2.1706628e-05,0.90625,0.3504424778761062,0.90625,0.6495575221238938
2.1211004e-05,0.9114583333333334,0.3504424778761062,0.9114583333333334,0.6495575221238938
2.0176109e-05,0.9114583333333334,0.35929203539823007,0.9114583333333334,0.6407079646017699
1.9797953e-05,0.921875,0.35929203539823007,0.921875,0.6407079646017699
1.8546105e-05,0.921875,0.36460176991150445,0.921875,0.6353982300884955
1.8052542e-05,0.9270833333333334,0.36460176991150445,0.9270833333333334,0.6353982300884955
8.412846e-06,0.9270833333333334,0.4230088495575221,0.9270833333333334,0.5769911504424778
8.351573e-06,0.9322916666666666,0.4230088495575221,0.9322916666666666,0.5769911504424778
5.048001e-06,0.9322916666666666,0.45486725663716815,0.9322916666666666,0.5451327433628319
4.9520595e-06,0.9375,0.45486725663716815,0.9375,0.5451327433628319
2.8096206e-06,0.9375,0.5185840707964602,0.9375,0.4814159292035398
2.7382534e-06,0.9427083333333334,0.5185840707964602,0.9427083333333334,0.4814159292035398
1.8024288e-06,0.9427083333333334,0.5539823008849557,0.9427083333333334,0.4460176991150443
1.7884176e-06,0.9479166666666666,0.5539823008849557,0.9479166666666666,0.4460176991150443
8.925146e-07,0.9479166666666666,0.6123893805309735,0.9479166666666666,0.38761061946902653
8.8503623e-07,0.953125,0.6123893805309735,0.953125,0.38761061946902653
6.256104e-07,0.953125,0.6371681415929203,0.953125,0.36283185840707965
6.025659e-07,0.9583333333333334,0.6371681415929203,0.9583333333333334,0.36283185840707965
5.9824623e-07,0.9583333333333334,0.6407079646017699,0.9583333333333334,0.35929203539823007
5.9818865e-07,0.9635416666666666,0.6407079646017699,0.9635416666666666,0.35929203539823007
2.7467905e-07,0.9635416666666666,0.7008849557522124,0.9635416666666666,0.29911504424778756
2.7005925e-07,0.96875,0.7008849557522124,0.96875,0.29911504424778756
5.6093e-08,0.96875,0.7929203539823009,0.96875,0.20707964601769913
5.44791e-08,0.9739583333333334,0.7929203539823009,0.9739583333333334,0.20707964601769913
4.2210836e-08,0.9739583333333334,0.8053097345132744,0.9739583333333334,0.19469026548672563
4.0384087e-08,0.9791666666666666,0.8053097345132744,0.9791666666666666,0.19469026548672563
1.2742605e-09,0.9791666666666666,0.9345132743362832,0.9791666666666666,0.06548672566371683
1.2586057e-09,0.984375,0.9345132743362832,0.984375,0.06548672566371683
6.666706e-10,0.984375,0.9451327433628318,0.984375,0.05486725663716818
5.879421e-10,0.9895833333333334,0.9451327433628318,0.9895833333333334,0.05486725663716818
4.162063e-10,0.9895833333333334,0.9504424778761061,0.9895833333333334,0.04955752212389386
4.0677042e-10,0.9947916666666666,0.9504424778761061,0.9947916666666666,0.04955752212389386
4.424714e-11,0.9947916666666666,0.9663716814159292,0.9947916666666666,0.03362831858407078
3.7183583e-11,1.0,0.9663716814159292,1.0,0.03362831858407078
8.996045e-15,1.0,1.0,1.0,0.0
